ticker,sector,year,over_claim_index,under_claim_index,top_over_theme,top_under_theme,web_words,web_chars,proxy_words,low_evidence,yoy_change
WFC,Financials,2020,1.4588,2.5958,community_social_good,people_talent,151,1068,71715,False,0.015700000000000047
WFC,Financials,2021,1.2878,3.2911,community_social_good,people_talent,151,1068,73059,False,-0.17100000000000004
WFC,Financials,2022,0.8328,3.2718,community_social_good,people_talent,135,976,79034,False,-0.45500000000000007
WFC,Financials,2023,0.8494,3.6689,community_social_good,customer_client_focus,135,976,65540,False,0.01660000000000006
WFC,Financials,2024,0.7762,3.6189,community_social_good,people_talent,135,976,72288,False,-0.07320000000000004
XOM,Energy,2016,1.9473,2.7853,heritage_longevity,environmental_stewardship,194,1404,36677,False,
XOM,Energy,2018,0.9797,1.2455,heritage_longevity,people_talent,581,3928,27211,False,
XOM,Energy,2019,1.4086,1.7742,heritage_longevity,people_talent,752,5009,32723,False,0.42890000000000006
XOM,Energy,2020,1.5863,2.2382,heritage_longevity,people_talent,583,3883,32258,False,0.17769999999999997
XOM,Energy,2021,1.7554,1.9325,heritage_longevity,environmental_stewardship,515,3430,46326,False,0.16910000000000003
XOM,Energy,2022,1.8086,1.5398,heritage_longevity,environmental_stewardship,601,3949,38769,False,0.053199999999999914
XOM,Energy,2023,2.0139,1.398,operational_excellence,environmental_stewardship,601,3949,55855,False,0.20530000000000004
